100 0.030303
0.000000	 1.000000
0.030303	 0.970152
0.060606	 0.941194
0.090909	 0.913101
0.121212	 0.885846
0.151515	 0.859405
0.181818	 0.833753
0.212121	 0.808867
0.242424	 0.784723
0.272727	 0.761300
0.303030	 0.738577
0.333333	 0.716531
0.363636	 0.695144
0.393939	 0.674395
0.424242	 0.654265
0.454545	 0.634736
0.484848	 0.615790
0.515152	 0.597410
0.545455	 0.579578
0.575758	 0.562279
0.606061	 0.545496
0.636364	 0.529213
0.666667	 0.513417
0.696970	 0.498092
0.727273	 0.483225
0.757576	 0.468802
0.787879	 0.454809
0.818182	 0.441233
0.848485	 0.428063
0.878788	 0.415286
0.909091	 0.402890
0.939394	 0.390865
0.969697	 0.379198
1.000000	 0.367879
1.030303	 0.356899
1.060606	 0.346246
1.090909	 0.335911
1.121212	 0.325885
1.151515	 0.316157
1.181818	 0.306721
1.212121	 0.297565
1.242424	 0.288684
1.272727	 0.280067
1.303030	 0.271707
1.333333	 0.263597
1.363636	 0.255729
1.393939	 0.248096
1.424242	 0.240691
1.454545	 0.233506
1.484848	 0.226537
1.515152	 0.219775
1.545455	 0.213215
1.575758	 0.206851
1.606061	 0.200677
1.636364	 0.194687
1.666667	 0.188876
1.696970	 0.183238
1.727273	 0.177769
1.757576	 0.172462
1.787879	 0.167315
1.818182	 0.162321
1.848485	 0.157476
1.878788	 0.152775
1.909091	 0.148215
1.939394	 0.143791
1.969697	 0.139499
2.000000	 0.135335
2.030303	 0.131296
2.060606	 0.127377
2.090909	 0.123575
2.121212	 0.119886
2.151515	 0.116308
2.181818	 0.112836
2.212121	 0.109468
2.242424	 0.106201
2.272727	 0.103031
2.303030	 0.099955
2.333333	 0.096972
2.363636	 0.094078
2.393939	 0.091269
2.424242	 0.088545
2.454545	 0.085902
2.484848	 0.083338
2.515152	 0.080851
2.545455	 0.078437
2.575758	 0.076096
2.606061	 0.073825
2.636364	 0.071621
2.666667	 0.069483
2.696970	 0.067409
2.727273	 0.065397
2.757576	 0.063445
2.787879	 0.061552
2.818182	 0.059714
2.848485	 0.057932
2.878788	 0.056203
2.909091	 0.054525
2.939394	 0.052898
2.969697	 0.051319
3.000000	 0.049787
